# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 24 15:07:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_rvamp,sy_dist,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-276 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,18.71826900,0.129100,3.770,,,488.1520000,14.3792000,2018-10-24,2018-12,2018-10-26
K2-277 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,6.32676800,0.066400,2.186,,,113.1230000,10.1214000,2024-11-20,2023-04,2024-11-20
K2-278 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,3.33496600,0.048800,2.980,,,786.4390000,13.2538000,2018-10-24,2018-12,2018-10-26
K2-279 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,7.12260500,0.067000,1.210,,,182.9830000,11.5907000,2018-10-24,2018-12,2018-10-26
K2-28 b,1,1,1,0,Transit,2016,K2,Published Confirmed,0,2.26045500,0.021400,2.320,,,62.9969000,14.6799000,2016-02-24,2016-03,2016-02-25
K2-280 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,19.89526000,0.146100,7.500,37.10000,9.180,391.5370000,12.3604000,2021-07-12,2020-10,2021-07-12
K2-281 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,8.68772100,0.077300,8.180,,,458.1390000,14.7677000,2018-10-24,2018-12,2018-10-26
K2-282 b,1,1,2,0,Transit,2018,K2,Published Confirmed,0,4.16978300,,2.500,,,496.2890000,13.8183000,2022-03-28,2021-08,2022-03-28
K2-283 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,1.92103600,0.029100,3.520,,,402.9150000,14.1316000,2018-10-24,2018-12,2018-10-26
K2-284 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,4.79506900,0.047710,2.780,,,107.2720000,12.8598000,2018-11-12,2018-12,2018-11-15
K2-285 b,1,1,4,0,Transit,2018,K2,Published Confirmed,0,3.47174500,0.038170,2.590,9.68000,4.620,154.9610000,11.8040000,2018-12-11,2019-03,2018-12-13
K2-285 c,1,1,4,0,Transit,2018,K2,Published Confirmed,0,7.13804800,0.082400,3.530,15.68000,5.900,154.9610000,11.8040000,2018-12-11,2019-03,2018-12-13
K2-285 d,1,1,4,0,Transit,2018,K2,Published Confirmed,0,10.45582000,0.117800,2.480,6.50000,0.680,154.9610000,11.8040000,2018-12-11,2019-03,2018-12-13
K2-285 e,1,1,4,0,Transit,2018,K2,Published Confirmed,0,14.76289000,0.180410,1.950,10.70000,1.690,154.9610000,11.8040000,2018-12-11,2019-03,2018-12-13
K2-286 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,27.35900000,0.176800,2.100,,,76.1486000,12.1652000,2019-01-03,2019-11,2019-01-10
K2-287 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,14.89329100,0.120600,9.494,100.11645,28.800,158.3350000,11.0670000,2019-01-03,2019-03,2019-01-10
K2-288 B b,1,2,1,0,Transit,2018,K2,Published Confirmed,0,31.39346300,0.164000,1.900,,,65.6138000,14.5451000,2019-01-04,2019-01,2019-01-10
K2-289 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,13.15696900,0.107000,9.100,,,274.3000000,13.7943000,2019-01-28,2019-03,2019-01-31
K2-29 b,1,2,1,0,Transit,2016,K2,Published Confirmed,0,3.25883210,0.042170,13.339,232.01590,103.500,178.4750000,12.2008000,2016-03-23,2016-06,2016-03-24
K2-290 b,1,3,2,0,Transit,2019,K2,Published Confirmed,0,9.21165000,0.092300,3.060,10.90000,3.300,272.9090000,10.8204000,2019-01-22,2019-04,2019-01-24
K2-290 c,1,3,2,0,Transit,2019,K2,Published Confirmed,0,48.36685000,0.305000,11.276,246.00042,38.400,272.9090000,10.8204000,2019-01-22,2019-04,2019-01-24
K2-291 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,2.22517700,0.032610,1.589,6.49000,3.330,90.0562000,9.8663900,2019-01-22,2019-03,2019-01-24
K2-292 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,16.98410000,0.130000,2.630,24.50000,6.100,114.2930000,9.7559700,2019-02-05,2019-03,2019-02-07
K2-293 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,13.12250000,,2.450,,,392.2510000,13.1611000,2019-04-01,2019-05,2019-04-04
K2-294 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,2.50387000,,1.660,,,373.0780000,12.3700000,2019-04-01,2019-05,2019-04-04
K2-295 b,1,1,1,0,Transit,2018,K2,Published Confirmed,0,4.02486700,0.045100,10.054,106.47305,54.000,232.8010000,13.5184000,2019-05-20,2019-06,2019-05-23
K2-3 b,1,1,3,0,Transit,2015,K2,Published Confirmed,0,10.05465350,0.074700,2.078,5.11000,2.270,44.0727000,11.4785000,2023-07-10,2022-11,2023-07-10
K2-3 c,1,1,3,0,Transit,2015,K2,Published Confirmed,0,24.64672900,0.135700,1.582,2.68000,0.880,44.0727000,11.4785000,2023-07-10,2022-11,2023-07-10
K2-3 d,1,1,3,0,Transit,2015,K2,Published Confirmed,0,44.55603000,0.201400,1.458,2.20000,,44.0727000,11.4785000,2023-07-10,2022-11,2023-07-10
K2-30 b,1,1,1,0,Transit,2016,K2,Published Confirmed,0,4.09850300,0.048390,11.646,184.02357,78.700,333.0420000,13.2056000,2016-04-13,2016-06,2016-04-14
K2-308 b,1,1,1,0,Transit,2019,K2,Published Confirmed,0,3.38628000,,9.916,,,1314.5300000,14.8949000,2019-06-07,2019-08,2019-06-13
K2-31 b,1,2,1,0,Transit,2016,K2,Published Confirmed,0,1.25785000,0.022000,11.882,563.83042,350.900,110.5270000,10.5371000,2016-11-30,2016-11,2016-12-01
K2-312 c,1,1,2,0,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed,0,921.20000000,1.961000,,,194.000,109.8600000,9.3073300,2023-04-17,2023-04,2023-04-17
K2-315 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,3.14431890,,0.950,,,56.9686000,15.6791000,2020-08-06,2020-10,2020-08-13
K2-316 b,1,1,2,0,Transit,2020,K2,Published Confirmed,0,1.13300000,0.014700,1.330,,,112.4860000,15.5140000,2020-09-09,2020-12,2020-09-09 17:05:56
K2-316 c,1,1,2,0,Transit,2020,K2,Published Confirmed,0,5.26000000,0.058200,1.830,,,112.4860000,15.5140000,2020-09-09,2020-12,2020-09-09 17:05:57
K2-317 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,6.22000000,0.054200,2.930,,,176.2910000,16.6387000,2020-09-09,2020-12,2020-09-09 17:05:57
K2-318 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,7.01000000,0.091100,1.660,,,147.8660000,14.3967000,2020-09-09,2020-12,2020-09-09 17:05:58
K2-319 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,26.68000000,0.151600,2.790,,,209.0710000,11.9397000,2020-09-09,2020-12,2020-09-09 17:05:58
K2-32 b,1,2,4,0,Transit,2016,K2,Published Confirmed,0,8.99200000,0.079500,5.299,15.00000,5.220,157.6820000,12.0036000,2021-05-17,2020-08,2021-05-17
K2-32 c,1,2,4,0,Transit,2016,K2,Published Confirmed,0,20.66093000,0.138430,3.134,8.10000,2.150,157.6820000,12.0036000,2021-05-17,2020-08,2021-05-17
K2-32 d,1,2,4,0,Transit,2016,K2,Published Confirmed,0,31.71701000,0.184220,3.484,6.70000,1.530,157.6820000,12.0036000,2021-05-17,2020-08,2021-05-17
K2-32 e,1,2,4,0,Transit,2019,K2,Published Confirmed,0,4.34934000,0.048990,1.212,2.10000,0.920,157.6820000,12.0036000,2021-05-17,2020-08,2021-05-17
K2-320 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,1.99500000,0.014200,2.620,,,108.7400000,16.3554000,2020-09-09,2020-12,2020-09-09 17:05:59
K2-321 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,2.29797490,0.028390,2.051,,,77.6888000,12.8241000,2024-11-20,2023-04,2024-11-20
K2-322 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,8.20500000,0.059400,1.920,,,123.4150000,13.3108000,2020-09-09,2020-12,2020-09-09 17:06:01
K2-323 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,24.93000000,0.127500,2.100,,,118.3180000,14.0693000,2020-09-09,2020-12,2020-09-09 17:06:02
K2-324 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,3.26200000,0.033100,2.430,,,136.6670000,14.5172000,2020-09-09,2020-12,2020-09-09 17:06:02
K2-325 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,6.93000000,0.041900,2.200,,,111.6380000,16.1370000,2020-09-09,2020-12,2020-09-09 17:06:03
K2-326 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,1.25600000,0.019800,2.280,,,282.3080000,15.0082000,2020-09-09,2020-12,2020-09-09 17:06:03
K2-329 b,1,1,1,0,Transit,2020,K2,Published Confirmed,0,12.45512250,0.101600,8.676,82.63580,24.600,233.2370000,12.4462000,2020-11-13,2021-02,2020-11-19
K2-33 b,1,1,1,0,Transit,2016,K2,Published Confirmed,0,5.42486500,,5.040,1175.97100,,139.2680000,14.1570000,2016-07-06,2016-09,2016-06-23
K2-330 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,13.77479800,,2.770,,,160.1250000,9.5127500,2021-08-23,2021-08,2021-08-23
K2-331 b,1,1,2,0,Transit,2021,K2,Published Confirmed,0,9.39897700,,1.790,,,211.4300000,11.1945000,2021-08-23,2021-08,2021-08-23
K2-331 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,22.99659100,,2.720,,,211.4300000,11.1945000,2021-08-23,2021-08,2021-08-23
K2-332 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,17.70632000,,2.200,,,123.2020000,16.4791000,2021-08-23,2021-08,2021-08-23
K2-333 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,14.75928700,,6.180,,,343.9900000,11.9866000,2021-08-23,2021-08,2021-08-23
K2-334 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,5.11398100,,5.650,,,371.8230000,11.3479000,2021-08-23,2021-08,2021-08-23
K2-335 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,12.28321100,,2.210,,,557.9930000,12.4741000,2021-08-23,2021-08,2021-08-23
K2-336 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,21.19473300,,1.220,,,239.2890000,12.5114000,2021-08-23,2021-08,2021-08-23
K2-337 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,16.27356300,,2.620,,,421.6360000,12.2299000,2021-08-23,2021-08,2021-08-23
K2-338 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,3.85061400,,1.030,,,156.9510000,13.0455000,2021-08-23,2021-08,2021-08-23
K2-339 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,19.50742800,,1.920,,,360.3600000,14.3436000,2021-08-23,2021-08,2021-08-23
K2-34 b,1,1,1,0,Transit,2016,K2,Published Confirmed,0,2.99563480,0.044200,13.750,,,348.6460000,11.4357000,2021-09-20,2022-01,2021-09-20
K2-340 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,29.74045100,,3.360,,,738.1360000,14.1327000,2021-08-23,2021-08,2021-08-23
K2-341 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,36.55255100,,3.210,,,421.4080000,12.5585000,2021-08-23,2021-08,2021-08-23
K2-342 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,11.56105200,,2.030,,,208.3570000,11.0702000,2021-08-23,2021-08,2021-08-23
K2-343 b,1,1,2,0,Transit,2021,K2,Published Confirmed,0,2.78717400,,1.650,,,166.1690000,15.1312000,2021-08-23,2021-08,2021-08-23
K2-343 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,7.67697200,,2.020,,,166.1690000,15.1312000,2021-08-23,2021-08,2021-08-23
K2-344 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,3.35585000,,1.590,,,75.1691000,12.7423000,2021-08-23,2021-08,2021-08-23
K2-345 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,10.36743700,,2.110,,,162.4080000,14.6951000,2021-08-23,2021-08,2021-08-23
K2-346 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,26.20144600,,2.260,,,105.5800000,11.6828000,2021-08-23,2021-08,2021-08-23
K2-347 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,7.18725700,,2.410,,,320.3360000,14.8131000,2021-08-23,2021-08,2021-08-23
K2-348 b,1,1,2,0,Transit,2021,K2,Published Confirmed,0,4.68841800,,3.260,,,201.8560000,12.3271000,2021-08-23,2021-08,2021-08-23
K2-348 c,1,1,2,0,Transit,2021,K2,Published Confirmed,0,12.55017100,,2.670,,,201.8560000,12.3271000,2021-08-23,2021-08,2021-08-23
K2-349 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,9.03217800,,1.380,,,453.5670000,14.1826000,2021-08-23,2021-08,2021-08-23
K2-35 b,1,1,2,0,Transit,2016,K2,Published Confirmed,0,2.39996400,0.031000,1.320,,,252.5960000,13.9152000,2020-10-15,2017-11,2020-10-22
K2-35 c,1,1,2,0,Transit,2016,K2,Published Confirmed,0,5.60835200,0.055000,1.930,,,252.5960000,13.9152000,2020-10-15,2017-11,2020-10-22
K2-350 b,1,1,2,0,Transit,2021,K2,Published Confirmed,0,4.16387300,,1.540,,,489.3680000,13.3115000,2021-08-23,2021-08,2021-08-23
K2-350 c,1,1,2,0,Transit,2016,K2,Published Confirmed,0,19.99194400,,2.740,,,489.3680000,13.3115000,2021-08-23,2021-08,2021-08-23
K2-351 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,7.80616400,,2.540,,,694.7340000,13.9854000,2021-08-23,2021-08,2021-08-23
K2-352 b,1,1,3,0,Transit,2021,K2,Published Confirmed,0,3.66591200,,1.370,,,176.0510000,11.1147000,2021-08-23,2021-08,2021-08-23
K2-352 c,1,1,3,0,Transit,2021,K2,Published Confirmed,0,8.23488500,,1.920,,,176.0510000,11.1147000,2021-08-23,2021-08,2021-08-23
K2-352 d,1,1,3,0,Transit,2021,K2,Published Confirmed,0,14.87138700,,2.230,,,176.0510000,11.1147000,2021-08-23,2021-08,2021-08-23
K2-353 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,15.46680500,,5.550,,,268.5150000,12.0988000,2021-08-23,2021-08,2021-08-23
K2-354 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,3.79330600,,1.560,,,91.7220000,14.3753000,2021-08-23,2021-08,2021-08-23
K2-355 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,5.73856470,0.063200,2.250,,,500.4970000,13.5297000,2021-09-20,2022-01,2021-09-20
K2-356 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,21.02673660,0.159900,2.290,,,355.5400000,13.1480000,2021-09-20,2022-01,2021-09-20
K2-357 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,16.34886370,0.145000,3.720,,,517.6870000,13.4792000,2021-09-20,2022-01,2021-09-20
K2-358 b,1,1,1,0,Transit,2021,K2,Published Confirmed,0,11.25102850,0.086300,2.680,,,480.3070000,13.5733000,2021-09-20,2022-01,2021-09-20
K2-36 b,1,1,2,0,Transit,2016,K2,Published Confirmed,0,1.42261400,0.022880,1.430,4.30000,2.850,109.7490000,11.5270000,2023-04-17,2023-04,2023-04-17
K2-36 c,1,1,2,0,Transit,2016,K2,Published Confirmed,0,5.34088800,0.055280,3.200,7.90000,3.400,109.7490000,11.5270000,2023-04-17,2023-04,2023-04-17
K2-360 c,1,1,2,0,Radial Velocity,2024,Multiple Observatories,Published Confirmed,0,9.79692000,0.088300,,,4.770,232.1000000,11.6477000,2025-01-29,2024-11,2025-01-29
K2-365 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,23.44817200,,2.906,,,187.2220000,11.5285000,2022-03-16,2022-03,2022-03-16
K2-366 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,15.93703900,,2.359,,,185.9470000,12.1351000,2022-03-16,2022-03,2022-03-16
K2-367 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,20.64509900,,2.413,,,176.9650000,13.3983000,2022-03-16,2022-03,2022-03-16
K2-368 b,1,1,3,0,Transit,2022,K2,Published Confirmed,0,5.02559800,,1.332,,,206.6080000,13.2207000,2022-03-16,2022-03,2022-03-16
K2-368 c,1,1,3,0,Transit,2022,K2,Published Confirmed,0,9.66018600,,1.361,,,206.6080000,13.2207000,2022-03-16,2022-03,2022-03-16
K2-368 d,1,1,3,0,Transit,2022,K2,Published Confirmed,0,20.20108500,,1.948,,,206.6080000,13.2207000,2022-03-16,2022-03,2022-03-16
K2-369 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,5.76161200,,1.313,,,185.5500000,11.3732000,2022-03-16,2022-03,2022-03-16
K2-37 b,1,1,3,0,Transit,2016,K2,Published Confirmed,0,4.44117000,0.051100,1.610,,,179.9430000,12.2573000,2016-07-06,2016-08,2016-07-07
K2-37 c,1,1,3,0,Transit,2016,K2,Published Confirmed,0,6.42904000,0.065400,2.750,,,179.9430000,12.2573000,2016-07-06,2016-08,2016-07-07
K2-37 d,1,1,3,0,Transit,2016,K2,Published Confirmed,0,14.09189000,0.110300,2.730,,,179.9430000,12.2573000,2016-07-06,2016-08,2016-07-07
K2-370 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,2.14084000,,3.207,,,144.2020000,10.8824000,2022-03-16,2022-03,2022-03-16
K2-371 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,3.11490500,,13.024,,,442.8130000,14.3938000,2022-03-16,2022-03,2022-03-16
K2-372 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,9.84407700,,2.945,,,463.8800000,13.4436000,2022-03-16,2022-03,2022-03-16
K2-373 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,11.02066000,,2.061,,,229.5670000,10.4244000,2022-03-16,2022-03,2022-03-16
K2-374 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,4.52195300,,1.593,,,359.4390000,12.6473000,2022-03-16,2022-03,2022-03-16
K2-374 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,16.43445000,,2.213,,,359.4390000,12.6473000,2022-03-16,2022-03,2022-03-16
K2-375 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,14.45389500,,2.243,,,696.1000000,12.9572000,2022-03-16,2022-03,2022-03-16
K2-376 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,5.77647500,,1.736,,,161.6100000,10.2998000,2022-03-16,2022-03,2022-03-16
K2-377 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,12.83223500,,1.693,,,195.1490000,13.5859000,2022-03-16,2022-03,2022-03-16
K2-378 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,2.06043800,,2.880,,,687.9730000,15.5122000,2022-03-16,2022-03,2022-03-16
K2-379 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,8.77724700,,2.181,,,182.2070000,12.8995000,2022-03-16,2022-03,2022-03-16
K2-38 b,1,1,2,0,Transit,2016,K2,Published Confirmed,0,4.01593000,0.050300,1.655,7.70000,3.020,192.6900000,11.1840000,2023-04-17,2023-04,2023-04-17
K2-38 c,1,1,2,0,Transit,2016,K2,Published Confirmed,0,10.56103000,0.095900,2.490,7.40000,2.110,192.6900000,11.1840000,2023-04-17,2023-04,2023-04-17
K2-380 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,9.40131200,,2.729,,,249.3030000,11.4419000,2022-03-16,2022-03,2022-03-16
K2-381 b,1,1,3,0,Transit,2022,K2,Published Confirmed,0,7.93893340,,1.075,,,145.7010000,12.6373000,2022-03-16,2022-03,2022-03-16
K2-381 c,1,1,3,0,Transit,2022,K2,Published Confirmed,0,16.03465600,,2.000,,,145.7010000,12.6373000,2022-03-16,2022-03,2022-03-16
K2-381 d,1,1,3,0,Transit,2022,K2,Published Confirmed,0,26.80302300,,1.689,,,145.7010000,12.6373000,2022-03-16,2022-03,2022-03-16
K2-382 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,21.70015600,,2.072,,,278.4120000,12.7667000,2022-03-16,2022-03,2022-03-16
K2-383 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,1.86596200,,1.564,,,203.7880000,12.4429000,2022-03-16,2022-03,2022-03-16
K2-384 b,1,1,5,0,Transit,2022,K2,Published Confirmed,0,2.23152700,,1.076,,,82.6603000,15.0276000,2022-03-16,2022-03,2022-03-16
K2-384 c,1,1,5,0,Transit,2022,K2,Published Confirmed,0,4.19476600,,1.191,,,82.6603000,15.0276000,2022-03-16,2022-03,2022-03-16
K2-384 d,1,1,5,0,Transit,2022,K2,Published Confirmed,0,6.67958200,,1.392,,,82.6603000,15.0276000,2022-03-16,2022-03,2022-03-16
K2-384 e,1,1,5,0,Transit,2022,K2,Published Confirmed,0,9.71504300,,1.345,,,82.6603000,15.0276000,2022-03-16,2022-03,2022-03-16
K2-384 f,1,1,5,0,Transit,2022,K2,Published Confirmed,0,13.62749000,,2.222,,,82.6603000,15.0276000,2022-03-16,2022-03,2022-03-16
K2-385 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,2.38086700,,1.539,,,420.8190000,14.3355000,2022-03-16,2022-03,2022-03-16
K2-386 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,7.47322300,,2.320,,,428.7850000,12.9931000,2022-03-16,2022-03,2022-03-16
K2-387 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,28.73532700,,7.322,,,266.3180000,15.4948000,2022-03-16,2022-03,2022-03-16
K2-388 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,6.33906900,,3.660,,,290.4950000,12.6357000,2022-03-16,2022-03,2022-03-16
K2-389 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,8.58404300,,2.184,,,259.2080000,11.5697000,2022-03-16,2022-03,2022-03-16
K2-389 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,20.85133700,,2.040,,,259.2080000,11.5697000,2022-03-16,2022-03,2022-03-16
K2-39 b,1,1,1,0,Transit,2016,K2,Published Confirmed,0,4.60543000,,6.277,28.60470,14.400,307.4700000,10.5959000,2018-04-25,2017-03,2018-04-26
K2-390 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,3.31279200,,4.662,,,456.1220000,13.3434000,2022-03-16,2022-03,2022-03-16
K2-391 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,4.62265400,,1.371,,,507.9400000,12.3302000,2022-03-16,2022-03,2022-03-16
K2-392 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,15.39872300,,1.850,,,406.9850000,12.6795000,2022-03-16,2022-03,2022-03-16
K2-393 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,10.41318100,,2.352,,,265.9140000,11.7768000,2022-03-16,2022-03,2022-03-16
K2-394 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,5.09571700,,1.692,,,98.0152000,12.2095000,2022-03-16,2022-03,2022-03-16
K2-395 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,4.80335200,,2.597,,,286.7270000,14.1559000,2022-03-16,2022-03,2022-03-16
K2-395 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,8.49128200,,3.395,,,286.7270000,14.1559000,2022-03-16,2022-03,2022-03-16
K2-396 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,0.67386200,,1.579,,,274.8640000,12.9345000,2022-03-16,2022-03,2022-03-16
K2-396 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,25.76051000,,3.124,,,274.8640000,12.9345000,2022-03-16,2022-03,2022-03-16
K2-397 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,3.57232600,,2.417,,,199.3540000,11.6421000,2022-03-16,2022-03,2022-03-16
K2-398 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,6.39302500,,2.274,,,606.9920000,13.0091000,2022-03-16,2022-03,2022-03-16
K2-398 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,18.78783900,,5.098,,,606.9920000,13.0091000,2022-03-16,2022-03,2022-03-16
K2-4 b,1,1,1,0,Transit,2015,K2,Published Confirmed,0,10.00341700,0.078000,2.100,,,231.8280000,14.3403000,2017-12-12,2017-11,2017-10-26
K2-400 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,3.86505300,,1.163,,,62.3804000,13.9899000,2022-03-16,2022-03,2022-03-16
K2-401 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,6.29309900,,2.262,,,200.7270000,13.6941000,2022-03-16,2022-03,2022-03-16
K2-402 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,17.27474000,,2.678,,,523.0550000,12.8360000,2022-03-16,2022-03,2022-03-16
K2-403 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,33.58997900,,5.333,,,246.5990000,12.1520000,2022-03-16,2022-03,2022-03-16
K2-404 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,13.11536500,,2.530,,,121.6300000,13.8429000,2022-03-16,2022-03,2022-03-16
K2-405 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,3.43547100,,4.569,,,197.2340000,12.5911000,2022-03-16,2022-03,2022-03-16
K2-406 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,22.54940600,,4.602,,,85.3751000,9.4937900,2022-03-16,2022-03,2022-03-16
K2-407 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,4.94190700,,1.283,,,218.3760000,11.9956000,2022-03-16,2022-03,2022-03-16
K2-407 c,1,1,2,0,Transit,2022,K2,Published Confirmed,0,9.22453000,,1.360,,,218.3760000,11.9956000,2022-03-16,2022-03,2022-03-16
K2-408 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,20.97895900,,1.677,,,162.3060000,11.7345000,2022-03-16,2022-03,2022-03-16
K2-409 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,1.90808400,,2.482,,,431.0310000,12.6144000,2022-03-16,2022-03,2022-03-16
K2-411 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,3.21410000,0.051100,0.990,,,298.2190000,11.9872000,2022-11-07,2022-10,2022-11-07
K2-412 b,1,1,1,0,Transit,2022,K2,Published Confirmed,0,5.93820000,0.058600,2.116,,,654.0850000,15.1491000,2022-11-07,2022-10,2022-11-07
K2-413 b,1,1,2,0,Transit,2022,K2,Published Confirmed,0,0.80940000,0.011700,0.760,,,285.1620000,14.5773000,2022-11-07,2022-10,2022-11-07
